,Unnamed: 0,时间,水温,pH,溶解氧,电导率,浊度,高锰酸盐指数,氨氮,总磷,总氮,湿度,室温,叶绿素,藻密度
6631,6631,2019-08-17 12:00:00,19.824,8.311,5.779,220.809,1.873,1.9,0.05,0.009,0.313,44.025,21.4,,
6632,6632,2019-08-17 08:00:00,19.715,8.311,6.317,221.641,1.847,1.31,0.04,0.012,0.279,42.078,21.206,,
6633,6633,2019-08-17 04:00:00,19.845,8.38,6.968,220.074,2.043,1.75,0.02,0.013,0.3,41.806,21.4,,
6634,6634,2019-08-17 00:00:00,19.929,8.386,6.609,217.932,1.838,0.61,0.04,0.011,0.33,41.264,21.9,,
6635,6635,2019-08-16 20:00:00,20.094,8.358,6.374,218.611,2.037,1.8,0.05,0.009,0.272,40.8,22.0,,
6636,6636,2019-08-16 16:00:00,20.063,8.328,7.007,218.949,2.74,1.24,0.08,0.014,0.324,42.642,23.772,,
6637,6637,2019-08-16 12:00:00,19.696,8.33,6.982,218.796,2.047,1.79,0.05,0.012,0.336,50.297,20.8,,
6638,6638,2019-08-16 08:00:00,19.52,8.315,7.312,217.917,2.076,1.88,0.07,0.012,0.269,49.122,21.067,,
6639,6639,2019-08-16 04:00:00,19.643,8.328,7.505,217.559,1.884,1.9,0.06,0.011,0.295,40.533,20.8,,
6640,6640,2019-08-16 00:00:00,19.795,8.394,7.632,216.493,2.041,1.94,0.05,0.013,0.379,43.186,21.2,,
6641,6641,2019-08-15 20:00:00,19.926,8.365,6.735,216.105,2.048,1.91,0.06,0.01,0.309,47.122,21.567,,
6642,6642,2019-08-15 16:00:00,20.005,8.286,6.332,218.765,1.409,1.39,0.08,0.012,0.276,47.842,21.4,,
6643,6643,2019-08-15 12:00:00,19.841,8.186,6.229,220.65,1.972,1.63,0.0,0.011,0.31,52.794,21.3,,
6644,6644,2019-08-15 08:00:00,19.707,8.182,6.858,221.227,1.89,1.47,0.04,0.012,0.303,46.039,21.3,,
6645,6645,2019-08-15 04:00:00,19.814,8.272,7.25,219.176,1.941,1.43,0.05,0.014,0.282,51.714,21.569,,
6646,6646,2019-08-15 00:00:00,19.889,8.297,6.947,217.796,2.05,1.96,0.05,0.012,0.329,45.803,21.8,,
6647,6647,2019-08-14 20:00:00,19.943,8.218,6.579,218.829,2.242,1.23,0.07,0.012,0.322,43.897,22.133,,
6648,6648,2019-08-14 16:00:00,19.899,8.151,6.259,218.961,2.949,1.35,0.06,0.015,0.229,46.4,22.5,,
6649,6649,2019-08-14 12:00:00,19.769,8.111,6.464,219.904,3.418,1.28,0.04,0.015,0.204,48.458,21.792,,
6650,6650,2019-08-14 08:00:00,19.791,8.193,5.695,219.665,3.004,1.27,0.03,0.013,0.222,46.889,21.8,,
6651,6651,2019-08-14 04:00:00,19.866,8.252,6.05,219.212,2.323,1.33,0.07,0.01,0.295,45.708,22.2,,
6652,6652,2019-08-14 00:00:00,19.942,8.308,6.24,219.196,1.921,1.46,0.05,0.012,0.29,48.158,22.6,,
6653,6653,2019-08-13 20:00:00,20.068,8.416,5.622,176.317,2.898,0.61,0.0,0.01,0.297,47.259,22.034,,
6654,6654,2019-08-13 16:00:00,20.169,8.284,4.694,220.986,2.182,1.88,0.05,0.011,0.297,43.486,22.431,,
6655,6655,2019-08-13 12:00:00,19.791,8.211,4.741,222.12,2.113,1.94,0.06,0.012,0.275,45.428,21.5,,
6656,6656,2019-08-13 08:00:00,19.646,8.217,5.092,221.67,2.106,1.29,0.06,0.016,0.272,45.489,21.3,,
6657,6657,2019-08-13 04:00:00,19.795,8.281,5.466,220.262,2.078,1.22,0.03,0.014,0.351,40.294,21.4,,
6658,6658,2019-08-13 00:00:00,19.956,8.316,5.51,219.461,2.978,1.91,3.35,0.013,0.262,39.067,21.7,,
6659,6659,2019-08-12 20:00:00,19.889,8.301,5.13,218.777,3.14,1.9,0.07,0.014,0.257,42.414,22.0,,
6660,6660,2019-08-12 16:00:00,19.971,8.294,5.063,220.802,2.094,1.85,0.02,0.011,0.299,45.9,22.4,,
6661,6661,2019-08-12 12:00:00,19.596,8.239,5.03,221.931,1.813,1.45,0.02,0.011,0.332,47.568,21.2,,
6662,6662,2019-08-12 08:00:00,19.385,8.215,5.426,222.009,2.009,1.85,0.04,0.011,0.277,48.403,21.2,,
6663,6663,2019-08-12 04:00:00,19.522,8.3,5.924,219.309,2.199,1.9,0.07,0.006,0.329,39.464,21.0,,
6664,6664,2019-08-12 00:00:00,19.65,8.357,5.907,217.424,2.388,1.93,0.06,0.011,0.305,43.561,21.5,,
6665,6665,2019-08-11 20:00:00,19.78,8.301,5.244,218.842,2.317,1.91,0.06,0.01,0.374,45.656,21.6,,
6666,6666,2019-08-11 16:00:00,19.859,8.263,5.192,222.24,2.216,1.85,0.06,0.012,0.254,48.497,21.633,,
6667,6667,2019-08-11 12:00:00,19.517,8.201,5.125,222.51,2.307,1.24,0.04,0.014,0.303,45.719,20.8,,
6668,6668,2019-08-11 08:00:00,19.35,8.175,5.132,222.389,2.334,1.93,0.03,0.011,0.263,42.592,20.567,,
6669,6669,2019-08-11 04:00:00,19.394,8.201,5.435,222.245,2.318,1.91,0.06,0.012,0.311,49.603,20.9,,
6670,6670,2019-08-11 00:00:00,19.51,8.232,5.603,221.99,2.204,1.94,0.02,0.013,0.259,42.731,21.0,,
6671,6671,2019-08-10 20:00:00,19.67,8.22,5.761,220.922,2.192,1.94,0.04,0.012,0.311,40.928,21.2,,
6672,6672,2019-08-10 16:00:00,19.766,8.131,5.648,220.987,3.748,1.38,0.04,0.014,0.201,45.889,21.6,,
6673,6673,2019-08-10 12:00:00,19.614,8.095,5.773,221.145,4.824,1.27,0.05,0.016,0.111,50.436,21.3,,
6674,6674,2019-08-10 08:00:00,19.624,8.123,6.034,221.095,3.971,1.27,0.03,0.013,0.248,41.886,20.803,,
6675,6675,2019-08-10 04:00:00,19.747,8.147,6.254,221.135,4.63,1.28,0.04,0.015,0.139,49.3,21.322,,
6676,6676,2019-08-10 00:00:00,19.82,8.205,6.655,220.885,3.218,1.88,0.03,0.015,0.197,45.3,21.419,,
6677,6677,2019-08-09 20:00:00,19.869,8.234,6.568,219.104,2.501,1.93,0.03,0.013,0.272,46.5,21.7,,
6678,6678,2019-08-09 16:00:00,20.007,8.19,6.522,219.945,3.039,1.95,0.04,0.013,0.265,42.6,21.8,,
6679,6679,2019-08-09 12:00:00,19.766,8.199,6.505,220.521,3.879,1.28,0.05,0.014,0.183,42.822,21.6,,
6680,6680,2019-08-09 08:00:00,19.697,8.222,6.853,218.758,6.79,1.62,0.0,0.016,0.19,40.0,21.264,,
6681,6681,2019-08-09 04:00:00,19.764,8.25,7.363,217.617,9.912,1.32,0.06,0.029,0.0,41.894,21.7,,
6682,6682,2019-08-09 00:00:00,19.922,8.269,7.542,219.822,2.285,1.25,0.08,0.011,0.31,41.739,22.4,,
6683,6683,2019-08-08 20:00:00,20.017,8.26,7.697,219.241,2.39,1.92,0.06,0.012,0.281,44.6,22.4,,
6684,6684,2019-08-08 16:00:00,19.973,8.151,7.268,221.341,2.168,1.97,0.08,0.011,0.304,45.197,22.667,,
6685,6685,2019-08-08 12:00:00,19.628,8.085,6.719,223.849,2.143,1.59,0.05,0.012,0.276,48.047,21.636,,
6686,6686,2019-08-08 08:00:00,19.589,8.134,7.009,223.232,2.166,1.29,0.0,0.011,0.261,44.65,21.267,,
6687,6687,2019-08-08 04:00:00,19.713,8.21,7.222,221.845,2.54,1.3,0.06,0.012,0.333,41.761,21.4,,
6688,6688,2019-08-08 00:00:00,19.798,8.246,7.734,220.424,3.043,1.32,0.03,0.012,0.291,41.497,21.7,,
6689,6689,2019-08-07 20:00:00,19.887,8.282,7.875,219.188,2.698,1.23,0.03,0.013,0.233,42.831,21.9,,
6690,6690,2019-08-07 16:00:00,19.948,8.217,7.68,220.037,2.156,1.24,0.05,0.011,0.327,45.108,22.469,,
6691,6691,2019-08-07 12:00:00,19.775,8.114,6.832,222.643,2.685,1.23,0.08,0.012,0.293,43.572,21.9,,
6692,6692,2019-08-07 08:00:00,19.664,8.113,6.59,222.85,3.477,1.36,0.05,0.014,0.182,43.078,21.3,,
6693,6693,2019-08-07 04:00:00,19.809,8.178,6.974,222.9,3.282,1.28,0.06,0.014,0.258,43.806,21.8,,
6694,6694,2019-08-07 00:00:00,19.973,8.223,7.317,222.7,2.087,1.95,0.08,0.009,0.4,40.965,22.3,,
6695,6695,2019-08-06 20:00:00,20.005,8.204,7.729,220.973,2.21,1.89,0.06,0.012,0.291,44.935,23.0,,
6696,6696,2019-08-06 16:00:00,19.906,8.142,7.487,221.615,2.083,2.25,0.06,0.012,0.3,52.397,23.531,,
6697,6697,2019-08-06 12:00:00,19.778,7.992,7.082,223.632,1.95,1.81,0.09,0.012,0.263,55.483,24.3,,
6698,6698,2019-08-06 08:00:00,19.567,7.978,6.743,224.434,2.02,1.41,0.09,0.012,0.264,53.9,24.2,,
6699,6699,2019-08-06 04:00:00,19.654,8.015,6.995,223.6,1.24,1.36,0.08,0.011,0.308,53.4,24.5,,
6700,6700,2019-08-06 00:00:00,19.774,8.082,7.371,222.398,2.284,1.47,0.07,0.012,0.25,52.131,24.867,,
6701,6701,2019-08-05 16:00:00,17.459,8.071,7.654,221.573,2.303,1.47,0.09,0.012,0.326,50.7,25.4,,
6702,6702,2019-08-05 12:00:00,17.351,8.005,7.146,223.559,2.485,1.44,0.08,0.011,0.259,52.8,24.6,,
6703,6703,2019-08-05 08:00:00,17.307,7.995,7.102,224.148,2.488,1.52,0.09,0.011,0.268,54.4,24.2,,
6704,6704,2019-08-05 04:00:00,17.42,8.007,7.382,223.175,2.761,1.45,0.06,0.012,0.287,55.5,24.5,,
6705,6705,2019-08-05 00:00:00,17.513,8.066,7.617,221.384,2.875,1.48,0.09,0.012,0.289,54.9,24.7,,
6706,6706,2019-08-04 20:00:00,17.586,8.047,7.725,220.716,2.878,0.88,0.03,0.013,0.263,54.6,25.0,,
6707,6707,2019-08-04 16:00:00,17.561,7.929,7.204,222.912,3.322,1.47,0.1,0.011,0.258,53.233,25.0,,
6708,6708,2019-08-04 12:00:00,17.414,7.837,6.641,225.182,2.642,1.53,0.0,0.012,0.265,53.1,24.7,,
6709,6709,2019-08-04 08:00:00,17.317,7.81,6.194,226.892,2.463,1.56,0.09,0.012,0.256,55.339,24.2,,
6710,6710,2019-08-04 04:00:00,17.391,7.844,6.537,225.873,2.583,1.33,0.08,0.012,0.338,55.319,24.5,,
6711,6711,2019-08-04 00:00:00,17.524,7.942,7.202,222.693,2.537,1.37,0.09,0.011,0.314,55.289,24.9,,
6712,6712,2019-08-03 20:00:00,17.648,7.925,7.352,221.802,2.813,1.48,0.11,0.012,0.273,55.3,25.3,,
6713,6713,2019-08-03 16:00:00,17.789,7.881,6.988,222.228,2.972,1.53,0.12,0.013,0.304,53.4,25.7,,
6714,6714,2019-08-03 12:00:00,17.752,7.811,6.656,223.606,2.599,1.5,0.13,0.011,0.281,53.9,25.4,,
6715,6715,2019-08-03 08:00:00,17.743,7.848,6.546,224.205,2.725,1.44,0.11,0.012,0.354,56.1,25.2,,
6716,6716,2019-08-03 04:00:00,17.845,7.963,7.004,222.838,2.82,1.56,0.1,0.012,0.293,56.164,25.6,,
6717,6717,2019-08-03 00:00:00,17.893,8.016,7.418,221.631,2.394,1.5,0.11,0.013,0.256,53.878,25.9,,
6718,6718,2019-08-02 20:00:00,17.977,8.041,7.82,220.546,2.682,1.5,0.1,0.013,0.266,51.869,25.964,,
6719,6719,2019-08-02 16:00:00,17.951,8.032,7.801,221.03,2.826,1.57,0.1,0.013,0.258,49.3,26.1,,
6720,6720,2019-08-02 12:00:00,17.633,7.949,7.169,222.868,2.743,1.24,0.09,0.015,0.254,53.0,24.9,,
6721,6721,2019-08-02 08:00:00,17.529,7.938,6.84,224.104,3.712,0.47,0.07,0.015,0.207,54.2,24.4,,
6722,6722,2019-08-02 04:00:00,17.651,8.024,7.321,222.047,2.964,0.0,0.1,0.013,0.228,53.7,24.7,,
6723,6723,2019-08-02 00:00:00,17.765,8.091,7.843,220.086,2.705,0.32,0.1,0.014,0.36,51.433,25.0,,
6724,6724,2019-08-01 20:00:00,17.846,8.058,8.18,219.572,3.313,0.72,0.11,0.013,0.243,53.8,25.1,,
6725,6725,2019-08-01 16:00:00,17.686,8.06,8.028,220.904,3.241,1.32,0.11,0.013,0.227,52.1,24.9,,
6726,6726,2019-08-01 12:00:00,17.477,7.976,7.46,223.149,3.546,1.42,0.1,0.013,0.237,53.739,24.2,,
6727,6727,2019-08-01 08:00:00,17.416,7.975,7.112,224.283,3.918,1.41,0.08,0.014,0.219,56.0,23.564,,
6728,6728,2019-08-01 04:00:00,17.524,8.02,7.353,222.761,7.38,1.42,0.1,0.02,0.005,56.9,23.8,,
6729,6729,2019-08-01 00:00:00,17.594,8.096,7.663,220.106,8.229,1.56,0.08,0.027,0.0,56.492,24.167,,
6730,6730,2019-07-31 12:00:00,17.419,7.963,7.022,224.362,2.772,1.36,0.08,0.011,0.296,53.492,24.1,,
6731,6731,2019-07-31 08:00:00,17.275,7.91,6.637,225.146,3.021,1.44,0.0,0.015,0.254,55.736,23.5,,
6732,6732,2019-07-31 04:00:00,17.421,7.973,6.778,224.611,2.596,1.44,0.08,0.013,0.34,56.0,23.875,,
6733,6733,2019-07-31 00:00:00,17.534,8.08,7.599,221.765,3.01,1.4,0.09,0.011,0.303,56.108,24.181,,
6734,6734,2019-07-30 20:00:00,17.621,8.096,7.933,219.727,2.782,1.4,0.08,0.011,0.336,55.7,24.3,,
6735,6735,2019-07-30 16:00:00,17.713,7.995,7.591,221.276,2.628,1.5,0.09,0.011,0.325,52.9,25.0,,
6736,6736,2019-07-30 12:00:00,17.526,7.882,7.012,223.046,2.431,1.33,0.09,0.013,0.343,54.6,24.2,,
6737,6737,2019-07-30 08:00:00,17.437,7.85,6.779,223.474,2.905,1.47,0.07,0.013,0.289,56.3,23.6,,
6738,6738,2019-07-30 04:00:00,17.51,7.83,6.961,222.666,2.855,1.4,0.1,0.012,0.287,56.2,23.9,,
6739,6739,2019-07-30 00:00:00,17.641,7.86,7.242,220.403,2.878,1.4,0.12,0.013,0.26,56.3,24.2,,
6740,6740,2019-07-29 20:00:00,17.737,7.879,7.326,219.639,2.934,0.67,0.1,0.013,0.266,56.1,24.5,,
6741,6741,2019-07-29 16:00:00,17.815,7.826,7.077,221.101,2.879,1.42,0.08,0.011,0.285,54.9,25.0,,
6742,6742,2019-07-29 12:00:00,17.834,7.851,6.786,223.355,2.825,1.48,0.1,0.012,0.279,55.264,24.9,,
6743,6743,2019-07-29 08:00:00,17.889,7.921,7.113,223.396,2.982,1.44,0.09,0.013,0.278,56.0,25.0,,
6744,6744,2019-07-29 04:00:00,17.892,7.943,7.553,220.109,3.254,1.41,0.1,0.011,0.256,55.664,25.3,,
6745,6745,2019-07-29 00:00:00,17.926,7.954,7.736,219.508,3.54,1.52,0.1,0.012,0.274,55.136,25.7,,
6746,6746,2019-07-28 20:00:00,18.046,7.938,7.695,220.299,3.524,1.56,0.12,0.012,0.26,54.544,26.0,,
6747,6747,2019-07-28 16:00:00,18.228,7.912,7.22,223.131,2.847,1.79,0.1,0.013,0.269,52.786,26.4,,
6748,6748,2019-07-28 12:00:00,18.095,7.902,6.747,225.775,3.205,0.0,0.11,0.011,0.27,53.3,25.892,,
6749,6749,2019-07-28 08:00:00,17.989,7.947,6.821,224.609,3.282,1.36,0.1,0.011,0.312,54.8,25.528,,
6750,6750,2019-07-28 04:00:00,18.166,7.96,7.018,223.964,3.192,0.0,0.12,0.013,0.278,54.9,25.8,,
6751,6751,2019-07-28 00:00:00,18.439,8.01,7.018,224.852,3.278,0.0,0.12,0.012,0.288,54.4,26.1,,
6752,6752,2019-07-27 20:00:00,18.463,8.061,7.382,223.195,3.282,0.0,0.09,0.012,0.253,53.119,26.1,,
6753,6753,2019-07-27 16:00:00,18.085,8.033,7.411,222.928,2.468,0.0,0.05,0.009,0.342,50.172,26.1,,
6754,6754,2019-07-27 12:00:00,17.653,7.938,6.923,224.585,1.877,0.0,0.12,0.01,0.303,51.8,24.9,,
6755,6755,2019-07-27 08:00:00,17.472,7.875,6.667,225.043,2.969,0.0,0.12,0.011,0.271,53.8,24.4,,
6756,6756,2019-07-27 04:00:00,17.588,7.935,6.981,223.06,3.138,1.36,0.07,0.012,0.284,53.9,24.6,,
6757,6757,2019-07-27 00:00:00,17.696,8.043,7.549,220.381,3.171,1.44,0.13,0.011,0.288,53.7,24.9,,
6758,6758,2019-07-26 20:00:00,17.761,8.035,7.437,221.486,2.73,1.41,0.12,0.013,0.277,53.636,25.0,,
6759,6759,2019-07-26 16:00:00,17.748,7.987,7.182,223.039,3.203,1.56,0.1,0.013,0.277,51.9,25.1,,
6760,6760,2019-07-26 12:00:00,17.605,7.945,7.003,224.43,2.747,1.48,0.05,0.011,0.265,51.7,24.9,,
6761,6761,2019-07-26 08:00:00,17.522,7.896,6.772,225.317,3.418,1.87,0.08,0.014,0.292,53.2,24.5,,
6762,6762,2019-07-26 04:00:00,17.597,7.911,7.02,224.619,4.156,1.44,0.06,0.014,0.217,53.3,24.8,,
6763,6763,2019-07-26 00:00:00,17.705,7.982,7.19,222.18,3.405,1.44,0.11,0.013,0.267,52.7,25.0,,
6764,6764,2019-07-25 20:00:00,17.821,7.985,7.081,222.565,3.798,1.44,0.04,0.013,0.281,52.033,25.1,,
6765,6765,2019-07-25 16:00:00,17.792,7.93,7.074,222.598,4.549,1.29,3.29,0.013,0.26,49.628,25.5,,
6766,6766,2019-07-25 12:00:00,17.399,7.886,6.823,221.159,8.744,1.86,0.1,0.02,0.103,51.675,24.8,,
6767,6767,2019-07-25 08:00:00,17.373,7.899,6.945,220.298,12.146,1.44,0.11,0.036,0.0,53.0,24.5,,
6768,6768,2019-07-25 04:00:00,17.617,7.902,6.759,224.262,3.464,1.49,0.1,0.015,0.3,53.7,24.9,,
6769,6769,2019-07-25 00:00:00,17.739,7.896,7.057,223.814,3.433,1.78,0.13,0.014,0.271,54.3,24.9,,
6770,6770,2019-07-24 20:00:00,17.815,8.0,7.159,223.26,2.426,2.08,0.13,0.01,0.334,51.9,25.3,,
6771,6771,2019-07-24 16:00:00,17.767,7.949,7.046,223.365,2.396,0.03,0.11,0.011,0.345,49.636,25.5,,
6772,6772,2019-07-24 12:00:00,17.561,7.926,7.084,222.701,2.331,0.95,0.12,0.012,0.432,50.189,25.0,,
6773,6773,2019-07-24 08:00:00,17.471,7.901,7.03,222.602,2.667,1.19,0.16,0.013,0.409,52.1,24.4,,
6774,6774,2019-07-24 04:00:00,17.561,7.916,7.353,222.251,3.164,1.22,0.13,0.011,0.489,51.1,24.8,,
6775,6775,2019-07-24 00:00:00,17.669,7.971,7.851,221.228,3.632,0.8,0.13,0.012,0.456,52.375,25.2,,
6776,6776,2019-07-23 20:00:00,17.729,8.159,8.003,219.944,2.783,1.19,0.0,0.012,0.551,57.961,25.3,,
6777,6777,2019-07-23 16:00:00,17.755,8.142,7.446,221.988,2.342,0.77,0.12,0.012,0.298,53.864,25.567,,
6778,6778,2019-07-23 12:00:00,17.674,8.049,6.941,224.544,2.006,0.9,0.13,0.012,0.316,52.264,25.6,,
6779,6779,2019-07-23 08:00:00,17.573,8.021,6.481,227.148,1.981,0.81,0.13,0.011,0.304,54.431,25.0,,
6780,6780,2019-07-23 04:00:00,17.673,8.058,6.837,225.904,2.037,0.78,0.12,0.013,0.286,54.5,25.3,,
6781,6781,2019-07-23 00:00:00,17.726,8.131,7.438,222.926,2.101,0.8,0.13,0.014,0.304,54.2,25.7,,
6782,6782,2019-07-22 20:00:00,17.802,8.148,7.66,222.316,1.961,0.91,0.14,0.013,0.281,53.6,25.9,,
6783,6783,2019-07-22 16:00:00,17.864,8.126,7.264,223.858,1.8,0.88,0.16,0.011,0.301,52.135,26.4,,
6784,6784,2019-07-22 12:00:00,17.807,8.098,6.936,225.34,2.033,0.88,0.09,0.013,0.35,52.5,26.136,,
6785,6785,2019-07-22 08:00:00,17.692,8.098,6.968,225.204,2.11,0.87,0.13,0.01,0.284,53.4,25.8,,
6786,6786,2019-07-22 04:00:00,17.697,8.075,7.439,223.57,2.239,0.93,0.17,0.011,0.284,52.862,26.149,,
6787,6787,2019-07-22 00:00:00,17.795,8.107,7.682,221.934,2.405,0.85,0.16,0.011,0.27,52.0,26.5,,
6788,6788,2019-07-21 20:00:00,17.958,8.144,7.981,221.236,2.542,0.86,0.16,0.012,0.309,50.9,26.6,,
6789,6789,2019-07-21 16:00:00,18.177,8.128,7.173,223.549,2.268,0.98,0.13,0.012,0.281,50.233,27.0,,
6790,6790,2019-07-21 12:00:00,17.856,8.082,7.292,226.491,2.205,0.0,0.1,0.012,0.286,51.5,26.164,,
6791,6791,2019-07-21 08:00:00,17.647,8.078,6.971,226.741,2.193,0.0,0.12,0.013,0.294,53.117,25.6,,
6792,6792,2019-07-21 04:00:00,17.711,8.088,7.181,225.657,2.365,0.0,0.13,0.013,0.304,52.889,25.858,,
6793,6793,2019-07-21 00:00:00,17.794,8.129,7.652,222.519,2.689,0.0,0.18,0.01,0.312,52.422,26.2,,
6794,6794,2019-07-20 20:00:00,17.876,8.154,7.858,221.881,2.939,0.0,0.14,0.012,0.266,51.431,26.5,,
6795,6795,2019-07-20 16:00:00,17.906,8.182,7.812,222.659,2.936,1.04,0.04,0.011,0.263,53.594,25.661,,
6796,6796,2019-07-20 12:00:00,17.959,7.978,6.709,225.192,3.754,0.64,0.11,0.013,0.24,46.247,26.3,,
6797,6797,2019-07-20 08:00:00,17.79,7.923,6.729,224.817,6.039,0.94,0.1,0.017,0.182,51.6,26.4,,
6798,6798,2019-07-20 04:00:00,17.964,7.96,6.839,226.175,10.596,1.32,0.16,0.026,0.0,50.9,27.0,,
6799,6799,2019-07-20 00:00:00,18.032,8.012,7.217,223.547,10.137,0.77,0.17,0.027,0.0,50.764,27.6,,
6800,6800,2019-07-19 20:00:00,18.092,7.991,7.029,222.019,2.736,0.96,0.09,0.014,0.291,49.169,27.9,,
6801,6801,2019-07-19 16:00:00,18.262,8.031,6.928,225.053,3.074,0.94,0.13,0.01,0.285,48.669,27.636,,
6802,6802,2019-07-19 12:00:00,18.004,8.023,6.491,225.271,3.321,,0.15,,,,,,
6803,6803,2019-07-19 08:00:00,17.948,8.07,6.661,224.555,4.633,0.88,0.15,0.013,0.228,50.8,26.9,,
6804,6804,2019-07-19 04:00:00,18.062,8.069,7.13,221.192,13.016,1.13,0.14,0.025,0.0,50.3,27.6,,
6805,6805,2019-07-19 00:00:00,18.269,8.108,7.485,218.286,22.781,1.33,0.14,0.06,0.0,49.406,28.2,,
6806,6806,2019-07-18 20:00:00,18.747,8.148,8.051,220.009,2.381,0.77,0.17,0.011,0.298,48.733,28.6,,
6807,6807,2019-07-18 16:00:00,18.226,8.082,7.4,221.425,2.012,0.96,0.15,0.01,0.313,47.5,28.4,,
6808,6808,2019-07-18 12:00:00,17.894,8.055,7.272,223.519,1.924,0.94,0.16,0.012,0.325,49.864,27.472,,
6809,6809,2019-07-18 08:00:00,17.744,8.107,7.436,222.797,1.955,0.93,0.16,0.01,0.302,50.456,27.1,,
6810,6810,2019-07-18 04:00:00,17.902,8.146,7.75,222.567,2.026,1.1,0.16,0.011,0.294,49.765,27.381,,
6811,6811,2019-07-18 00:00:00,18.097,8.171,7.756,222.506,1.464,0.89,0.16,0.013,0.331,49.106,27.547,,
6812,6812,2019-07-17 20:00:00,18.422,8.2,8.209,220.987,2.524,0.87,0.14,0.011,0.29,47.936,27.9,,
6813,6813,2019-07-17 16:00:00,17.88,8.207,8.377,220.255,2.401,0.94,0.15,0.012,0.309,49.2,27.069,,
6814,6814,2019-07-17 12:00:00,17.474,8.127,7.632,222.767,2.301,0.96,2.7,0.012,0.294,51.264,26.2,,
6815,6815,2019-07-17 08:00:00,17.274,8.138,7.883,223.047,2.354,0.91,0.14,0.012,0.299,52.3,25.9,,
6816,6816,2019-07-17 04:00:00,17.36,8.168,8.233,221.002,2.359,1.01,0.15,0.012,0.315,51.6,26.4,,
6817,6817,2019-07-17 00:00:00,17.483,8.154,8.324,221.0,2.24,0.94,0.13,0.012,0.308,50.594,26.778,,
6818,6818,2019-07-16 20:00:00,17.702,8.134,8.13,221.397,2.634,0.88,0.11,0.012,0.292,49.236,27.3,,
6819,6819,2019-07-16 16:00:00,17.545,8.151,8.089,222.901,2.933,0.95,0.16,0.012,0.289,50.531,26.469,,
6820,6820,2019-07-16 12:00:00,17.343,8.102,7.63,224.603,2.26,1.11,0.13,0.012,0.309,51.0,25.8,,
6821,6821,2019-07-16 08:00:00,17.151,8.083,7.165,225.518,1.99,0.94,0.13,0.011,0.302,52.2,25.5,,
6822,6822,2019-07-16 04:00:00,17.202,8.082,7.53,223.999,2.165,0.87,0.14,0.012,0.327,52.0,26.0,,
6823,6823,2019-07-16 00:00:00,17.3,8.141,8.414,221.949,2.379,0.94,0.0,0.011,0.346,51.5,26.378,,
6824,6824,2019-07-15 20:00:00,17.466,8.144,8.538,219.697,2.418,0.95,0.15,0.011,0.395,50.467,26.5,,
6825,6825,2019-07-15 16:00:00,17.645,8.124,7.664,223.337,2.134,1.25,0.0,0.012,0.305,49.4,26.4,,
6826,6826,2019-07-15 12:00:00,17.444,8.096,7.326,224.938,2.11,0.73,0.11,0.011,0.308,50.442,25.7,,
6827,6827,2019-07-15 08:00:00,17.267,8.108,7.316,225.531,1.916,0.84,0.08,0.012,0.303,52.1,25.1,,
6828,6828,2019-07-15 04:00:00,17.349,8.132,7.674,224.188,2.242,1.04,0.16,0.012,0.279,52.0,25.4,,
6829,6829,2019-07-15 00:00:00,17.384,8.174,8.371,221.408,2.437,0.95,0.08,0.012,0.313,51.25,25.772,,
6830,6830,2019-07-14 20:00:00,17.409,8.181,8.325,220.632,2.322,0.94,0.14,0.012,0.31,51.033,25.8,,
6831,6831,2019-07-14 16:00:00,17.596,8.143,7.769,223.187,2.193,0.99,0.13,0.012,0.297,48.933,25.9,,
6832,6832,2019-07-14 12:00:00,17.317,8.115,7.244,225.427,1.847,1.0,0.11,0.011,0.315,50.7,25.131,,
6833,6833,2019-07-14 08:00:00,17.138,8.124,7.267,225.511,1.991,0.95,0.13,0.011,0.311,52.5,24.5,,
6834,6834,2019-07-14 04:00:00,17.173,8.15,7.783,223.662,2.088,1.04,0.07,0.012,0.319,52.2,24.8,,
6835,6835,2019-07-14 00:00:00,17.256,8.186,8.346,221.225,2.034,0.92,0.12,0.012,0.312,52.1,25.0,,
6836,6836,2019-07-13 20:00:00,17.357,8.191,8.338,220.209,2.201,0.92,0.06,0.011,0.314,51.6,24.8,,
6837,6837,2019-07-13 16:00:00,17.461,8.309,7.897,222.884,2.339,1.15,0.07,0.011,0.314,50.675,24.669,,
6838,6838,2019-07-13 12:00:00,17.368,8.268,7.471,224.352,1.897,0.89,0.09,0.011,0.317,52.0,24.9,,
6839,6839,2019-07-13 08:00:00,17.239,8.279,7.193,225.055,1.78,0.9,0.08,0.013,0.306,54.467,24.0,,
6840,6840,2019-07-13 04:00:00,17.316,8.307,7.573,223.813,1.392,0.9,0.11,0.013,0.313,54.2,24.3,,
6841,6841,2019-07-13 00:00:00,17.36,8.337,7.805,222.619,1.95,0.89,0.13,0.012,0.284,53.436,24.6,,
6842,6842,2019-07-12 20:00:00,17.411,8.361,7.702,222.351,2.396,0.89,0.12,0.013,0.302,53.77,24.7,,
6843,6843,2019-07-12 16:00:00,17.474,8.308,7.405,223.396,2.186,0.0,0.12,0.012,0.281,51.505,25.0,,
6844,6844,2019-07-12 12:00:00,17.336,8.278,7.048,224.734,2.042,1.06,0.13,0.011,0.311,52.636,24.378,,
